runid,dataset,alg,lambd,eta,M,K,T,local_batch,seed,record_intvl,final_loss,best_loss
0827T145242Z_SZCLyw,a9a,0,0.001,0.05,8,4,4096,1,1,512,0.3596567675670915,0.3596567675670915
0827T154017Z_JOoqoF,a9a,5,0.001,1.0,1,64,4096,1,1,512,1.0677920576892523,1.0451548206041106
0827T154315Z_NDG8MB,a9a,5,0.001,0.5,4,256,4096,1,1,512,0.4657719632260376,0.4657719632260376
0827T154133Z_FKNTe4,a9a,5,0.001,0.2,2,8,4096,1,1,512,0.3636638056516625,0.3636638056516625
0827T153348Z_CxU1Zr,a9a,0,0.001,0.05,1,2,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T154408Z_ufolpg,a9a,5,0.001,0.01,8,32,4096,1,1,512,0.4609569354148122,0.4609569354148122
0827T145220Z_s9zD6G,a9a,0,0.001,0.01,8,2,4096,1,1,512,0.4608382367400421,0.4608382367400421
0827T153435Z_HReWz8,a9a,2,0.001,0.01,2,2,4096,1,1,512,0.4376400568866705,0.4214778167962671
0827T160131Z_qpqLW8,a9a,0,0.001,0.01,256,8,4096,1,1,512,0.4626172719221504,0.4626172719221504
0827T153914Z_9QX4Dg,a9a,5,0.001,0.001,1,4,4096,1,1,512,0.777914316671372,0.777914316671372
0827T161633Z_AGOBhG,a9a,1,0.001,0.2,2048,8,4096,1,1,512,0.3351156933577952,0.3345410675798438
0827T161043Z_fI8E2z,a9a,1,0.001,1.0,1,1,4096,1,1,512,32.303623663272354,1.1451013886529824
0827T160505Z_fX7zfB,a9a,0,0.001,1.0,2048,8,4096,1,1,512,0.3970872526438764,0.3902531986999644
0827T160030Z_gkqQAD,a9a,0,0.001,0.001,8,8,4096,1,1,512,0.778714463397393,0.778714463397393
0827T161100Z_MmKzep,a9a,1,0.001,0.2,1,32,4096,1,1,512,0.7442769175299779,0.6455379574795548
0827T154412Z_mg2Zcb,a9a,5,0.001,0.02,8,2,4096,1,1,512,0.3971806323498495,0.3971806323498495
0827T154500Z_nTpwEF,a9a,5,0.001,5.0,8,1,4096,1,1,512,1.0664141094827648,0.9669348877454078
0827T154214Z_zXgJRA,a9a,5,0.001,0.001,4,2,4096,1,1,512,0.7794738795501184,0.7794738795501184
0827T160225Z_chmWyc,a9a,0,0.001,1.0,256,128,4096,1,1,512,0.5358720961274238,0.5164587830589316
0827T155650Z_Zt8qre,a9a,5,0.001,2.0,2048,64,4096,1,1,512,0.9850960393537032,0.8980537904566056
0827T153413Z_62Pxc7,a9a,1,0.001,0.02,2,4,4096,1,1,512,0.6197232718649583,0.497316508951896
0827T151517Z_LSeMpk,a9a,0,0.001,0.01,4,4,4096,1,1,512,0.4594347503366622,0.4594347503366622
0827T153304Z_nrWcUc,a9a,5,0.001,0.02,1,4,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T154101Z_64FHEt,a9a,5,0.001,0.01,2,1,4096,1,1,512,0.4561919583754933,0.4561919583754933
0827T143215Z_P82rVV,a9a,2,0.001,0.02,8,1,4096,1,1,512,0.3720566687890589,0.3581282209749247
0827T145248Z_nvwaur,a9a,1,0.001,0.01,2,4,4096,1,1,512,0.4246420943712056,0.4246420943712056
0827T155658Z_tuwxdC,a9a,5,0.001,5.0,2048,64,4096,1,1,512,2.429127151109821,1.1451013886529906
0827T162332Z_tdoj1k,a9a,2,0.001,0.1,256,1,4096,1,1,512,0.3350719220934888,0.334655990303721
0827T145312Z_SpBEbb,a9a,1,0.001,0.05,2,2,4096,1,1,512,1.1244062281218774,0.7638685794108114
0827T161308Z_LHDlO3,a9a,1,0.001,0.001,256,64,4096,1,1,512,0.4509610305056963,0.4482163282412907
0827T161120Z_NEwy1M,a9a,1,0.001,0.02,1,1,4096,1,1,512,1.938547316715791,1.1451013886529824
0827T154229Z_XK05fl,a9a,5,0.001,0.005,4,2,4096,1,1,512,0.5596882375849798,0.5596882375849798
0827T160615Z_vOY6lc,a9a,0,0.001,0.2,2048,32,4096,1,1,512,0.3398495521186331,0.3398495521186331
0827T161701Z_MSEccp,a9a,1,0.001,0.002,2048,32,4096,1,1,512,0.3787922200263861,0.3787922200263861
0827T162312Z_dOSgU5,a9a,2,0.001,0.01,8,128,4096,1,1,512,0.4044583571503798,0.4044583571503798
0827T143221Z_GiUHaV,a9a,2,0.001,0.05,2,1,4096,1,1,512,1.118584645864575,0.678896472814759
0827T155549Z_xz9QmV,a9a,5,0.001,0.001,2048,64,4096,1,1,512,0.7796700493242243,0.7796700493242243
0827T154030Z_Xzigsm,a9a,5,0.001,5.0,1,32,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T155117Z_LHwYsH,a9a,5,0.001,0.01,256,128,4096,1,1,512,0.4628275279257601,0.4628275279257601
0827T154258Z_cO6k5J,a9a,5,0.001,0.1,4,8,4096,1,1,512,0.3540835609722249,0.3540835609722249
0827T154420Z_2pUArs,a9a,5,0.001,0.05,8,4,4096,1,1,512,0.3596639463246809,0.3596639463246809
0827T143123Z_xUEqVa,a9a,1,0.001,0.01,1,4,4096,1,1,512,0.8328168261755582,0.5943081634022891
0827T145319Z_mJpbid,a9a,1,0.001,0.05,8,4,4096,1,1,512,0.369813049181837,0.3630055383915895
0827T145321Z_MMyYzX,a9a,2,0.001,0.01,1,2,4096,1,1,512,0.6416645551151797,0.5814217881125755
0827T151648Z_kLssTM,a9a,2,0.001,0.05,4,4,4096,1,1,512,0.4007175514195694,0.3829303093388227
0827T143105Z_sS0NLV,a9a,0,0.001,0.02,4,1,4096,1,1,512,0.3968806690073462,0.3968806690073462
0827T154150Z_lmh9FN,a9a,5,0.001,1.0,2,128,4096,1,1,512,0.918153014041636,0.6954240632189277
0827T151617Z_klC2n6,a9a,1,0.001,0.05,8,4,4096,1,1,512,0.369813049181837,0.3630055383915895
0827T160431Z_D8OY3c,a9a,0,0.001,0.01,2048,8,4096,1,1,512,0.4624346146858841,0.4624346146858841
0827T154123Z_XCBNzK,a9a,5,0.001,0.1,2,1,4096,1,1,512,0.3562165323336662,0.3562165323336662
0827T153320Z_K1gez3,a9a,5,0.001,0.05,4,1,4096,1,1,512,0.3620177185169868,0.3620177185169868
0827T153350Z_dYoxVh,a9a,0,0.001,0.05,2,2,4096,1,1,512,0.363732335594421,0.363732335594421
0827T154352Z_k9SEcO,a9a,5,0.001,0.002,8,4,4096,1,1,512,0.6984693814671702,0.6984693814671702
0827T163121Z_J3NxI5,a9a,2,0.001,0.1,2048,128,4096,1,1,512,0.3351666009139455,0.3351666009139455
0827T154516Z_JhQUzH,a9a,5,0.001,0.001,16,4,4096,1,1,512,0.7794688402116485,0.7794688402116485
0827T143156Z_zmgZ3w,a9a,2,0.001,0.01,1,2,4096,1,1,512,0.6416645551151797,0.5814217881125755
0827T161029Z_c0thCI,a9a,0,0.001,5.0,2048,256,4096,1,1,512,2.462993940452819,1.1451013886529906
0827T153428Z_CW617s,a9a,1,0.001,0.05,4,4,4096,1,1,512,0.4512092462391361,0.4036321265287325
0827T154022Z_AH831g,a9a,5,0.001,2.0,1,4,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T154339Z_HoHzgG,a9a,5,0.001,10.0,4,8,4096,1,1,512,4.301732922730757,1.1451013886529824
0827T153955Z_c9Eepw,a9a,5,0.001,0.1,1,4,4096,1,1,512,0.4043773921493431,0.3968341695980671
0827T154940Z_GBK36k,a9a,5,0.001,0.1,8,32,4096,1,1,512,0.3468699312035301,0.3468699312035301
0827T151542Z_att4z9,a9a,0,0.001,0.05,8,4,4096,1,1,512,0.3596567675670915,0.3596567675670915
0827T154009Z_28WKal,a9a,5,0.001,0.5,1,8,4096,1,1,512,0.5804601497153012,0.5804601497153012
0827T160108Z_WlfuFC,a9a,0,0.001,2.0,8,256,4096,1,1,512,0.9857832707289108,0.9857832707289108
0827T160324Z_FW0K4l,a9a,0,0.001,0.1,2048,1,4096,1,1,512,0.3454327918091376,0.3454327918091376
0827T160208Z_llRX3Y,a9a,0,0.001,0.2,256,64,4096,1,1,512,0.3405897687456247,0.3405897687456247
0827T154415Z_Fuo4wP,a9a,5,0.001,0.02,8,32,4096,1,1,512,0.3973913134023504,0.3973913134023504
0827T154949Z_EScx5s,a9a,5,0.001,1.0,8,64,4096,1,1,512,0.5501524030268531,0.5501524030268531
0827T143152Z_KoXZ93,a9a,1,0.001,0.05,4,4,4096,1,1,512,0.4512092462391361,0.4036321265287325
0827T153321Z_J002EE,a9a,5,0.001,0.05,4,2,4096,1,1,512,0.3621514175024654,0.3621514175024654
0827T154228Z_bIBu4d,a9a,5,0.001,0.005,4,1,4096,1,1,512,0.5596836252719347,0.5596836252719347
0827T162317Z_P2nCpv,a9a,2,0.001,0.002,8,256,4096,1,1,512,0.5035753894792055,0.5035753894792055
0827T154303Z_2o80o5,a9a,5,0.001,0.2,4,2,4096,1,1,512,0.3533886462730964,0.3533886462730964
0827T154155Z_U8wm3i,a9a,5,0.001,2.0,2,8,4096,1,1,512,1.2345206248222471,1.1451013886529824
0827T162219Z_oHMr0S,a9a,2,0.001,0.02,1,1,4096,1,1,512,1.3395585133646997,0.8850963495615092
0827T154159Z_KhCkLr,a9a,5,0.001,5.0,2,1,4096,1,1,512,2.31497690208849,1.1451013886529824
0827T162304Z_6Hi2qC,a9a,2,0.001,0.2,8,32,4096,1,1,512,0.3444493021686063,0.3444493021686063
0827T153430Z_0DkU5Y,a9a,1,0.001,0.05,8,2,4096,1,1,512,0.4009439366824736,0.3938341757861069
0827T153448Z_cSc5lv,a9a,2,0.001,0.02,4,1,4096,1,1,512,0.4439487918343668,0.4122963209769146
0827T154427Z_9i09of,a9a,5,0.001,0.1,8,4,4096,1,1,512,0.3465903249466033,0.3465903249466033
0827T154358Z_52c4id,a9a,5,0.001,0.005,8,2,4096,1,1,512,0.5605061567081724,0.5605061567081724
0827T155021Z_0FRTBN,a9a,5,0.001,2.0,256,1,4096,1,1,512,0.3716845086080714,0.3391356655823032
0827T154147Z_TT35xR,a9a,5,0.001,1.0,2,8,4096,1,1,512,0.690617007231632,0.690617007231632
0827T151511Z_PlyZcP,a9a,0,0.001,0.01,1,2,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T153324Z_CsKw5L,a9a,5,0.001,0.05,8,2,4096,1,1,512,0.3596336256964061,0.3596336256964061
0827T160029Z_lLSQcZ,a9a,0,0.001,2.0,8,1,4096,1,1,512,0.4359614754112961,0.4359614754112961
0827T153957Z_sto3Ri,a9a,5,0.001,0.1,1,64,4096,1,1,512,0.4043773921493431,0.3968341695980671
0827T151549Z_jV523S,a9a,1,0.001,0.01,4,1,4096,1,1,512,0.4859547353086813,0.4331330025837414
0827T154126Z_MugWuP,a9a,5,0.001,0.1,2,8,4096,1,1,512,0.3560761342913846,0.3560761342913846
0827T162319Z_hRhwpp,a9a,2,0.001,0.1,8,256,4096,1,1,512,0.3392436645281858,0.3392436645281858
0827T154259Z_DRsoga,a9a,5,0.001,0.1,4,32,4096,1,1,512,0.3548494773160457,0.3548494773160457
0827T153504Z_2Njxhh,a9a,2,0.001,0.05,8,2,4096,1,1,512,0.3647748543511785,0.3559923459326203
0827T143154Z_ZMuZeF,a9a,1,0.001,0.05,8,4,4096,1,1,512,0.369813049181837,0.3630055383915895
0827T160830Z_4Rt4ZG,a9a,0,0.001,0.02,2048,128,4096,1,1,512,0.3982510686035555,0.3982510686035555
0827T155947Z_SJsBff,a9a,0,0.001,0.02,1,8,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T143158Z_uzAVXl,a9a,2,0.001,0.01,2,1,4096,1,1,512,0.4713984341913773,0.4713984341913773
0827T145213Z_pGhCrg,a9a,0,0.001,0.01,1,4,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154913Z_jqEKUB,a9a,5,0.001,0.001,1,256,4096,1,1,512,0.777914316671372,0.777914316671372
0827T161041Z_lM5liw,a9a,1,0.001,0.02,1,1,4096,1,1,512,1.938547316715791,1.1451013886529824
0827T154355Z_vtEd1f,a9a,5,0.001,0.002,8,64,4096,1,1,512,0.6984707364178329,0.6984707364178329
0827T162520Z_gX4nZx,a9a,2,0.001,0.01,2048,1,4096,1,1,512,0.3334345573924822,0.3334338055602624
0827T143140Z_ZmwzZm,a9a,1,0.001,0.02,4,4,4096,1,1,512,0.4093471183527182,0.3894882211766566
0827T154005Z_nFL2j8,a9a,5,0.001,0.2,1,256,4096,1,1,512,0.4196268830276824,0.4196268830276824
0827T155138Z_nYT01u,a9a,5,0.001,0.2,256,256,4096,1,1,512,0.3441428743125,0.3441428743125
0827T145255Z_fqWYSA,a9a,1,0.001,0.01,8,4,4096,1,1,512,0.3597133404664349,0.3489361970135305
0827T143113Z_onARyB,a9a,0,0.001,0.05,2,2,4096,1,1,512,0.363732335594421,0.363732335594421
0827T154145Z_eWGkEY,a9a,5,0.001,1.0,2,2,4096,1,1,512,1.0392659151836974,0.5371101452183078
0827T160112Z_uFVBdW,a9a,0,0.001,0.002,256,1,4096,1,1,512,0.6999154369817738,0.6999154369817738
0827T153959Z_FLke3v,a9a,5,0.001,0.1,1,256,4096,1,1,512,0.4043773921493431,0.4043773921493431
0827T154447Z_hXBQZi,a9a,5,0.001,1.0,8,2,4096,1,1,512,0.453799202831581,0.4212611783274757
0827T142206Z_juF6yS,a9a,0,0.001,0.01,1,2,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T151540Z_MaDHFH,a9a,0,0.001,0.05,8,1,4096,1,1,512,0.3597711653599145,0.3597711653599145
0827T162413Z_Qw2BwO,a9a,2,0.001,0.02,256,64,4096,1,1,512,0.3490971129433746,0.3490971129433746
0827T153339Z_JRU9ec,a9a,0,0.001,0.02,2,1,4096,1,1,512,0.3955707553489438,0.3955707553489438
0827T160026Z_RnUEc6,a9a,0,0.001,0.1,8,1,4096,1,1,512,0.3470335439980143,0.3470335439980143
0827T151518Z_khScVf,a9a,0,0.001,0.01,8,1,4096,1,1,512,0.4608268260382995,0.4608268260382995
0827T151555Z_wBVD2I,a9a,1,0.001,0.02,1,1,4096,1,1,512,1.938547316715791,1.1451013886529824
0827T151636Z_VQEisi,a9a,2,0.001,0.02,4,2,4096,1,1,512,0.3987008877174914,0.3956641565195322
0827T153314Z_iF1Z3v,a9a,5,0.001,0.05,1,1,4096,1,1,512,0.3952096145660694,0.3952096145660694
0827T154142Z_uLcqeZ,a9a,5,0.001,0.5,2,64,4096,1,1,512,0.5141960380949018,0.462899520917962
0827T145245Z_bkeGXn,a9a,1,0.001,0.01,1,4,4096,1,1,512,0.8328168261755582,0.5943081634022891
0827T154218Z_wKYrSG,a9a,5,0.001,0.001,4,64,4096,1,1,512,0.7794694326702398,0.7794694326702398
0827T145325Z_ODALUj,a9a,2,0.001,0.01,2,4,4096,1,1,512,0.4053424472519553,0.4029968916610528
0827T160052Z_2xdVgb,a9a,0,0.001,2.0,8,64,4096,1,1,512,0.9282205545572672,0.9282205545572672
0827T143054Z_oa38GM,a9a,0,0.001,0.01,4,1,4096,1,1,512,0.459409812264179,0.459409812264179
0827T162239Z_vMEvbQ,a9a,2,0.001,0.02,1,128,4096,1,1,512,0.3857566927399322,0.3857566927399322
0827T154815Z_fpi4t2,a9a,5,0.001,0.001,1,8,4096,1,1,512,0.777914316671372,0.777914316671372
0827T160109Z_WjZmha,a9a,0,0.001,5.0,8,256,4096,1,1,512,2.4159880447777238,1.1451013886529824
0827T155143Z_aHjg4C,a9a,5,0.001,5.0,256,256,4096,1,1,512,2.505310715803392,1.145101388652984
0827T155956Z_sRoq4I,a9a,0,0.001,0.2,1,32,4096,1,1,512,0.4196268830276824,0.3853085223625162
0827T154140Z_7jFlHC,a9a,5,0.001,0.5,2,8,4096,1,1,512,0.4868123456480523,0.4868123456480523
0827T161249Z_V5aH4k,a9a,1,0.001,0.1,256,8,4096,1,1,512,0.3344081347080873,0.3338574384534464
0827T154105Z_jUSPRs,a9a,5,0.001,0.01,2,64,4096,1,1,512,0.456116724856294,0.456116724856294
0827T143055Z_5YLsef,a9a,0,0.001,0.01,4,2,4096,1,1,512,0.4594088872044164,0.4594088872044164
0827T143157Z_f7tRsl,a9a,2,0.001,0.01,1,4,4096,1,1,512,0.5638318912609009,0.5060302851813607
0827T155043Z_0HIDco,a9a,5,0.001,0.002,256,32,4096,1,1,512,0.6999199083983226,0.6999199083983226
0827T155948Z_VZBrUI,a9a,0,0.001,0.2,1,8,4096,1,1,512,0.4196268830276824,0.3853085223625162
0827T151534Z_T6qo5p,a9a,0,0.001,0.05,1,4,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T145320Z_sUNB4U,a9a,2,0.001,0.01,1,1,4096,1,1,512,1.0723548638303495,0.7370593041770035
0827T161253Z_pI3Jfd,a9a,1,0.001,0.001,256,32,4096,1,1,512,0.4465095158482908,0.4465095158482908
0827T151609Z_PEP1yh,a9a,1,0.001,0.05,2,1,4096,1,1,512,1.2892090988251308,1.1451013886529824
0827T145323Z_cIWDWR,a9a,2,0.001,0.01,2,1,4096,1,1,512,0.4713984341913773,0.4713984341913773
0827T162244Z_8mJ84o,a9a,2,0.001,0.02,1,256,4096,1,1,512,0.3881589774641279,0.3881589774641279
0827T160104Z_FonQ7r,a9a,0,0.001,0.01,8,256,4096,1,1,512,0.4611228747056514,0.4611228747056514
0827T155031Z_76CNXf,a9a,5,0.001,0.02,256,8,4096,1,1,512,0.3983295871911059,0.3983295871911059
0827T154220Z_LZbFxZ,a9a,5,0.001,0.002,4,1,4096,1,1,512,0.698391873716103,0.698391873716103
0827T161246Z_SCmPdZ,a9a,1,0.001,0.02,256,8,4096,1,1,512,0.334082928972558,0.3337263814864014
0827T155957Z_ZUi4w6,a9a,0,0.001,2.0,1,32,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T151551Z_LTIaXG,a9a,1,0.001,0.01,4,4,4096,1,1,512,0.374966528175348,0.374966528175348
0827T143107Z_gdVfro,a9a,0,0.001,0.02,8,1,4096,1,1,512,0.3971950532823183,0.3971950532823183
0827T162258Z_tmOVfQ,a9a,2,0.001,0.2,8,8,4096,1,1,512,0.3566934053084722,0.3566934053084722
0827T154014Z_UVZqCT,a9a,5,0.001,1.0,1,2,4096,1,1,512,1.0677920576892523,0.9206310976213796
0827T154933Z_Rk0pyJ,a9a,5,0.001,0.1,8,8,4096,1,1,512,0.3467420396950361,0.3467420396950361
0827T160110Z_xAXqkp,a9a,0,0.001,0.001,256,1,4096,1,1,512,0.7796385432509091,0.7796385432509091
0827T162013Z_CsWKtI,a9a,1,0.001,0.02,2048,128,4096,1,1,512,0.3418819274489002,0.3418819274489002
0827T154153Z_qzKHNX,a9a,5,0.001,2.0,2,2,4096,1,1,512,1.2416061996588923,1.10355752746475
0827T143148Z_Igei9P,a9a,1,0.001,0.05,2,2,4096,1,1,512,1.1244062281218774,0.7638685794108114
0827T160231Z_QbTo0q,a9a,0,0.001,0.001,256,256,4096,1,1,512,0.7796400459670988,0.7796400459670988
0827T154047Z_fuv4fi,a9a,5,0.001,0.002,2,1,4096,1,1,512,0.696014863036461,0.696014863036461
0827T155111Z_AcfE5R,a9a,5,0.001,5.0,256,64,4096,1,1,512,2.389666650533067,1.145101388652984
0827T145230Z_cGWQmk,a9a,0,0.001,0.02,8,1,4096,1,1,512,0.3971950532823183,0.3971950532823183
0827T154152Z_d2B0wb,a9a,5,0.001,2.0,2,1,4096,1,1,512,1.1668571394597786,1.0417532996664651
0827T143116Z_ah8LaD,a9a,0,0.001,0.05,4,2,4096,1,1,512,0.3620343439619046,0.3620343439619046
0827T160014Z_d79Nog,a9a,0,0.001,0.001,1,256,4096,1,1,512,0.777914316671372,0.777914316671372
0827T153310Z_a6BJWM,a9a,5,0.001,0.02,4,4,4096,1,1,512,0.3969693317674354,0.3969693317674354
0827T162404Z_cHEz1N,a9a,2,0.001,0.2,256,32,4096,1,1,512,0.3360770851051606,0.3351390477583165
0827T160008Z_SxLIB6,a9a,0,0.001,0.01,1,128,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T161151Z_iW2Iy8,a9a,1,0.001,0.01,8,1,4096,1,1,512,0.3808415755503713,0.3654915201614034
0827T154820Z_wb68Ry,a9a,5,0.001,2.0,1,8,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T154841Z_N7LZDM,a9a,5,0.001,0.2,1,1,4096,1,1,512,0.4196268830276824,0.4051390251210895
0827T160224Z_Cz0pGq,a9a,0,0.001,0.2,256,128,4096,1,1,512,0.3416319905893051,0.3416319905893051
0827T153405Z_9VOnn7,a9a,1,0.001,0.01,4,4,4096,1,1,512,0.374966528175348,0.374966528175348
0827T160838Z_4QIRtD,a9a,0,0.001,0.1,2048,128,4096,1,1,512,0.3462815737314223,0.3462815737314223
0827T154813Z_BGpJ0S,a9a,5,0.001,2.0,1,1,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T154814Z_BPHZWt,a9a,5,0.001,5.0,1,1,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T160946Z_df3zNd,a9a,0,0.001,0.02,2048,256,4096,1,1,512,0.3983147481391992,0.3983147481391992
0827T154307Z_LHl6lf,a9a,5,0.001,0.2,4,128,4096,1,1,512,0.3680265387744746,0.3680265387744746
0827T143124Z_Sd8RDR,a9a,1,0.001,0.01,2,1,4096,1,1,512,0.7330021210849818,0.6611249670000381
0827T154118Z_PkdoXl,a9a,5,0.001,0.05,2,4,4096,1,1,512,0.3636145571064131,0.3636145571064131
0827T143125Z_nRxTxc,a9a,1,0.001,0.01,2,2,4096,1,1,512,0.785369039761517,0.530272594125197
0827T154300Z_EGwBZj,a9a,5,0.001,0.1,4,64,4096,1,1,512,0.3548567102615195,0.3548567102615195
0827T162347Z_EVvthe,a9a,2,0.001,0.1,256,8,4096,1,1,512,0.3338967569472518,0.3337233493999539
0827T145313Z_4wSAHj,a9a,1,0.001,0.05,2,4,4096,1,1,512,0.809213504730392,0.5897929302063252
0827T145236Z_3xhKuy,a9a,0,0.001,0.05,2,2,4096,1,1,512,0.363732335594421,0.363732335594421
0827T154816Z_KrmQZs,a9a,5,0.001,0.01,1,8,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154350Z_1OhGPh,a9a,5,0.001,0.002,8,1,4096,1,1,512,0.6984684055024459,0.6984684055024459
0827T160036Z_h0IBG2,a9a,0,0.001,1.0,8,8,4096,1,1,512,0.4558670964784786,0.4247091755455286
0827T160011Z_Wbs5Gx,a9a,0,0.001,0.2,1,128,4096,1,1,512,0.4196268830276824,0.3853085223625162
0827T151633Z_oE7G0Y,a9a,2,0.001,0.02,2,2,4096,1,1,512,0.4585649601278861,0.4585649601278861
0827T154903Z_R6bBkg,a9a,5,0.001,0.2,1,64,4096,1,1,512,0.4196268830276824,0.4141279244972544
0827T162320Z_rdnQi5,a9a,2,0.001,0.2,8,256,4096,1,1,512,0.3413093918677001,0.3413093918677001
0827T161143Z_BxX2i9,a9a,1,0.001,0.2,1,128,4096,1,1,512,0.4868904979442218,0.4454973275637924
0827T162321Z_ip48Ji,a9a,2,0.001,0.001,256,1,4096,1,1,512,0.3413190013286104,0.3413190013286104
0827T161154Z_yJ8yoO,a9a,1,0.001,0.2,8,1,4096,1,1,512,0.7496686355266905,0.6433403179025219
0827T160038Z_sJdd6K,a9a,0,0.001,5.0,8,8,4096,1,1,512,1.487326916154183,1.1451013886529824
0827T161315Z_eQf4p3,a9a,1,0.001,0.02,256,64,4096,1,1,512,0.3361756535838608,0.3361756535838608
0827T161122Z_zPpyMY,a9a,1,0.001,0.2,1,1,4096,1,1,512,17.088023451694173,1.1451013886529824
0827T154354Z_iOp9mu,a9a,5,0.001,0.002,8,32,4096,1,1,512,0.6984770336856628,0.6984770336856628
0827T154032Z_OHqX9D,a9a,5,0.001,5.0,1,256,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T145343Z_GuHtMC,a9a,2,0.001,0.05,1,2,4096,1,1,512,1.752858343958282,0.94492054071185
0827T154335Z_ZQzIU9,a9a,5,0.001,5.0,4,256,4096,1,1,512,4.454146955705873,1.1451013886529824
0827T155000Z_qcsA8p,a9a,5,0.001,0.002,8,256,4096,1,1,512,0.6984984565642303,0.6984984565642303
0827T154844Z_2y7NVn,a9a,5,0.001,0.001,1,8,4096,1,1,512,0.777914316671372,0.777914316671372
0827T154013Z_6IFLDc,a9a,5,0.001,1.0,1,1,4096,1,1,512,1.0677920576892523,0.9206310976213796
0827T153409Z_mTpBjG,a9a,1,0.001,0.02,1,1,4096,1,1,512,1.938547316715791,1.1451013886529824
0827T153427Z_B9tRAz,a9a,1,0.001,0.05,4,2,4096,1,1,512,0.5411640641412072,0.4937735620396353
0827T155008Z_e10CLU,a9a,5,0.001,0.002,256,1,4096,1,1,512,0.6999155548116828,0.6999155548116828
0827T143144Z_qgdDR4,a9a,1,0.001,0.05,1,1,4096,1,1,512,2.235187080082373,1.1451013886529824
0827T143053Z_Gd22J5,a9a,0,0.001,0.01,2,4,4096,1,1,512,0.4561928072952071,0.4561928072952071
0827T154419Z_eqPLzx,a9a,5,0.001,0.05,8,2,4096,1,1,512,0.3596336256964061,0.3596336256964061
0827T154932Z_d4bjyv,a9a,5,0.001,0.02,8,8,4096,1,1,512,0.3972295057092882,0.3972295057092882
0827T161214Z_b5W28g,a9a,1,0.001,0.01,8,128,4096,1,1,512,0.3601877103229391,0.3601877103229391
0827T160541Z_hmrEAm,a9a,0,0.001,0.002,2048,32,4096,1,1,512,0.7000041572708615,0.7000041572708615
0827T161128Z_1mqjCk,a9a,1,0.001,0.2,1,8,4096,1,1,512,1.582650795850744,1.1451013886529824
0827T154400Z_cXHg2l,a9a,5,0.001,0.005,8,8,4096,1,1,512,0.5604930039308911,0.5604930039308911
0827T154818Z_lzbpui,a9a,5,0.001,0.1,1,8,4096,1,1,512,0.4043773921493431,0.4043773921493431
0827T161049Z_KU44jj,a9a,1,0.001,0.02,1,8,4096,1,1,512,0.822969384227826,0.5680309102660971
0827T155715Z_lvi2zk,a9a,5,0.001,0.002,2048,128,4096,1,1,512,0.7000111277104953,0.7000111277104953
0827T154053Z_vwvA8s,a9a,5,0.001,0.002,2,256,4096,1,1,512,0.6959999640926238,0.6959999640926238
0827T160003Z_LyQIn9,a9a,0,0.001,0.1,1,64,4096,1,1,512,0.4043773921493431,0.3693385436755494
0827T160212Z_qUNWFx,a9a,0,0.001,2.0,256,64,4096,1,1,512,0.868440726113752,0.849169114111207
0827T154020Z_4Tq0dJ,a9a,5,0.001,2.0,1,1,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T154919Z_gv6x5k,a9a,5,0.001,0.001,8,1,4096,1,1,512,0.7787137115831747,0.7787137115831747
0827T160002Z_1eyf1p,a9a,0,0.001,0.02,1,64,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T161058Z_FCHZHh,a9a,1,0.001,0.02,1,32,4096,1,1,512,0.4563978779040958,0.4522260656564712
0827T151631Z_sfPXsx,a9a,2,0.001,0.02,1,4,4096,1,1,512,0.6774644941811762,0.556845847974357
0827T151547Z_4ilmvh,a9a,1,0.001,0.01,2,2,4096,1,1,512,0.785369039761517,0.530272594125197
0827T162250Z_dlRvC2,a9a,2,0.001,0.02,8,1,4096,1,1,512,0.3720566687890589,0.3581282209749247
0827T153954Z_E4BBwc,a9a,5,0.001,0.1,1,2,4096,1,1,512,0.4043773921493431,0.3834710104468423
0827T151614Z_GxB5Hm,a9a,1,0.001,0.05,4,4,4096,1,1,512,0.4512092462391361,0.4036321265287325
0827T155250Z_SagEkP,a9a,5,0.001,2.0,2048,1,4096,1,1,512,0.370697461181285,0.3340995952766468
0827T154945Z_We83ye,a9a,5,0.001,0.002,8,64,4096,1,1,512,0.6984707364178329,0.6984707364178329
0827T161131Z_xfD5yZ,a9a,1,0.001,0.02,1,32,4096,1,1,512,0.4563978779040958,0.4522260656564712
