runid,dataset,alg,lambd,eta,M,K,T,local_batch,seed,record_intvl,final_loss,best_loss
0827T162717Z_vydyQg,a9a,2,0.001,0.1,2048,8,4096,1,1,512,0.3335209272654072,0.3334118007763496
0827T153333Z_Zg5BbE,a9a,0,0.001,0.01,8,1,4096,1,1,512,0.4608268260382995,0.4608268260382995
0827T145306Z_VL1AOZ,a9a,1,0.001,0.02,8,1,4096,1,1,512,0.3922592036243118,0.3922592036243118
0827T143150Z_Kp0OWt,a9a,1,0.001,0.05,4,1,4096,1,1,512,0.6216501302980878,0.6216501302980878
0827T154323Z_Dv8eW1,a9a,5,0.001,2.0,4,1,4096,1,1,512,0.7440300214992213,0.577583415364082
0827T154023Z_55apnl,a9a,5,0.001,2.0,1,32,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T154217Z_hIKjsX,a9a,5,0.001,0.001,4,32,4096,1,1,512,0.7794707211512855,0.7794707211512855
0827T154059Z_B6vsci,a9a,5,0.001,0.005,2,128,4096,1,1,512,0.555807078370181,0.555807078370181
0827T154811Z_Kx8OaK,a9a,5,0.001,0.2,1,1,4096,1,1,512,0.4196268830276824,0.4051390251210895
0827T162259Z_TBL6SU,a9a,2,0.001,0.001,8,32,4096,1,1,512,0.4557640151376798,0.4557640151376798
0827T153352Z_2NEESp,a9a,0,0.001,0.05,4,1,4096,1,1,512,0.3620032181322516,0.3620032181322516
0827T160422Z_2aGPBL,a9a,0,0.001,0.002,2048,8,4096,1,1,512,0.7000022639379927,0.7000022639379927
0827T160014Z_4Y5OPL,a9a,0,0.001,5.0,1,128,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T154513Z_Se30uX,a9a,5,0.001,10.0,8,256,4096,1,1,512,4.227853086454087,1.1451013886529824
0827T142205Z_xLd6To,a9a,0,0.001,0.01,1,1,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T161145Z_mbFiBl,a9a,1,0.001,0.002,1,256,4096,1,1,512,0.4266051883772046,0.4266051883772046
0827T155920Z_uYwwVi,a9a,5,0.001,2.0,2048,256,4096,1,1,512,1.083823169366112,1.083823169366112
0827T151537Z_2fgovh,a9a,0,0.001,0.05,4,1,4096,1,1,512,0.3620032181322516,0.3620032181322516
0827T160058Z_n10Cpl,a9a,0,0.001,0.1,8,128,4096,1,1,512,0.3470930200303685,0.3470930200303685
0827T162434Z_3SicQq,a9a,2,0.001,0.001,256,256,4096,1,1,512,0.6162917495302977,0.6162917495302977
0827T153449Z_VDUaHQ,a9a,2,0.001,0.02,4,2,4096,1,1,512,0.3987008877174914,0.3956641565195322
0827T160256Z_mm2v6s,a9a,0,0.001,0.002,2048,1,4096,1,1,512,0.7000013921869526,0.7000013921869526
0827T163027Z_hMmFhc,a9a,2,0.001,0.001,2048,128,4096,1,1,512,0.536218736343581,0.536218736343581
0827T154319Z_sNtsiD,a9a,5,0.001,1.0,4,8,4096,1,1,512,0.5361824504225264,0.5361824504225264
0827T143159Z_sL4Y2I,a9a,2,0.001,0.01,2,2,4096,1,1,512,0.4376400568866705,0.4214778167962671
0827T153337Z_hTVi4I,a9a,0,0.001,0.02,1,2,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T161301Z_pxnp18,a9a,1,0.001,0.02,256,32,4096,1,1,512,0.3341228361046551,0.3341228361046551
0827T161205Z_TuHgkI,a9a,1,0.001,0.1,8,32,4096,1,1,512,0.3440409912134154,0.3440409912134154
0827T154238Z_W2A2TE,a9a,5,0.001,0.01,4,8,4096,1,1,512,0.4594836276197711,0.4594836276197711
0827T154408Z_xQwe9D,a9a,5,0.001,0.01,8,64,4096,1,1,512,0.4609858747320988,0.4609858747320988
0827T154922Z_rA15I7,a9a,5,0.001,0.01,8,1,4096,1,1,512,0.460829845707923,0.460829845707923
0827T154203Z_yNvtqP,a9a,5,0.001,5.0,2,32,4096,1,1,512,4.777758200525097,1.1451013886529824
0827T145240Z_nkrEEq,a9a,0,0.001,0.05,4,4,4096,1,1,512,0.3621734968126928,0.3621734968126928
0827T154027Z_dGsw5w,a9a,5,0.001,5.0,1,2,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T154223Z_xS61Hz,a9a,5,0.001,0.002,4,8,4096,1,1,512,0.6983937439760896,0.6983937439760896
0827T153936Z_5nCYt7,a9a,5,0.001,0.01,1,64,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154055Z_1IUzTa,a9a,5,0.001,0.005,2,2,4096,1,1,512,0.5558467607837445,0.5558467607837445
0827T151643Z_ZxjRn6,a9a,2,0.001,0.05,2,1,4096,1,1,512,1.118584645864575,0.678896472814759
0827T160116Z_SHfwrp,a9a,0,0.001,0.02,256,1,4096,1,1,512,0.398279721832755,0.398279721832755
0827T151646Z_4Lsna2,a9a,2,0.001,0.05,4,1,4096,1,1,512,0.5362490420312227,0.4315999585551038
0827T145310Z_RDdNd8,a9a,1,0.001,0.05,1,2,4096,1,1,512,1.6606443531783617,1.1451013886529824
0827T162359Z_8wewdb,a9a,2,0.001,0.02,256,32,4096,1,1,512,0.339143237132271,0.339143237132271
0827T153313Z_gdtl20,a9a,5,0.001,0.02,8,4,4096,1,1,512,0.3971815120626789,0.3971815120626789
0827T153501Z_eoTgco,a9a,2,0.001,0.05,4,2,4096,1,1,512,0.4589799319600294,0.4087524095135258
0827T162449Z_wQXXUM,a9a,2,0.001,0.001,2048,1,4096,1,1,512,0.340773775304762,0.340773775304762
0827T160215Z_nerARp,a9a,0,0.001,0.001,256,128,4096,1,1,512,0.7796389786573404,0.7796389786573404
0827T155139Z_lxxRLp,a9a,5,0.001,1.0,256,256,4096,1,1,512,0.5849668117814637,0.5849668117814637
0827T162423Z_uWkPOV,a9a,2,0.001,0.002,256,128,4096,1,1,512,0.4542077186766546,0.4542077186766546
0827T153431Z_Qsad9Z,a9a,1,0.001,0.05,8,4,4096,1,1,512,0.369813049181837,0.3630055383915895
0827T155855Z_9qg5vD,a9a,5,0.001,0.1,2048,256,4096,1,1,512,0.3468041099069525,0.3468041099069525
0827T145316Z_hTwg4s,a9a,1,0.001,0.05,4,4,4096,1,1,512,0.4512092462391361,0.4036321265287325
0827T154405Z_4c3IhQ,a9a,5,0.001,0.01,8,2,4096,1,1,512,0.4608291832561589,0.4608291832561589
0827T161050Z_CZDpDK,a9a,1,0.001,0.1,1,8,4096,1,1,512,1.713214521941167,0.8705264667761912
0827T154410Z_BHferS,a9a,5,0.001,0.01,8,256,4096,1,1,512,0.4610298563327303,0.4610298563327303
0827T155014Z_Bzra58,a9a,5,0.001,0.1,256,1,4096,1,1,512,0.3455724521104812,0.3455724521104812
0827T162305Z_lY1opA,a9a,2,0.001,0.002,8,64,4096,1,1,512,0.4357698142126215,0.4357698142126215
0827T161730Z_n1z010,a9a,1,0.001,0.02,2048,32,4096,1,1,512,0.3339419650072654,0.3339419650072654
0827T161047Z_zkR3Tu,a9a,1,0.001,0.001,1,8,4096,1,1,512,0.4165510988462453,0.4165510988462453
0827T154151Z_DSfzXb,a9a,5,0.001,1.0,2,256,4096,1,1,512,0.85789749941159,0.85789749941159
0827T162248Z_iqLBHT,a9a,2,0.001,0.002,8,1,4096,1,1,512,0.3565895436768811,0.3526610692326481
0827T154456Z_GMlmRR,a9a,5,0.001,2.0,8,8,4096,1,1,512,0.7398445758660013,0.7398445758660013
0827T154310Z_Iu6Egl,a9a,5,0.001,0.5,4,2,4096,1,1,512,0.3821877290534272,0.3821877290534272
0827T162027Z_mpzAVa,a9a,1,0.001,0.1,2048,128,4096,1,1,512,0.3344841279859213,0.3344841279859213
0827T161045Z_wgBOBc,a9a,1,0.001,2.0,1,1,4096,1,1,512,21.20547479787714,1.1451013886529824
0827T153454Z_RyStwX,a9a,2,0.001,0.05,1,1,4096,1,1,512,1.573990081755252,1.1451013886529824
0827T145233Z_d2qm9l,a9a,0,0.001,0.05,1,1,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T160059Z_LqWqpE,a9a,0,0.001,1.0,8,128,4096,1,1,512,0.5674287064551938,0.5624037620406275
0827T153357Z_19trab,a9a,1,0.001,0.01,1,1,4096,1,1,512,2.2355597348256606,1.1451013886529824
0827T161011Z_c2FVe2,a9a,0,0.001,1.0,2048,256,4096,1,1,512,0.580565626886866,0.5622083465254283
0827T160000Z_DfIbX4,a9a,0,0.001,0.002,1,64,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T145229Z_TWZBAT,a9a,0,0.001,0.02,4,4,4096,1,1,512,0.3969408606801195,0.3969408606801195
0827T163215Z_CVzrvh,a9a,2,0.001,0.01,2048,256,4096,1,1,512,0.3980073002828146,0.3980073002828146
0827T154958Z_rLNz8Q,a9a,5,0.001,5.0,8,128,4096,1,1,512,2.7548075702667574,1.1451013886529824
0827T154316Z_F6pzqU,a9a,5,0.001,1.0,4,1,4096,1,1,512,0.4754692094158498,0.4095606038892402
0827T160439Z_vuYRiF,a9a,0,0.001,0.02,2048,8,4096,1,1,512,0.3980205484357457,0.3980205484357457
0827T153952Z_01FuPt,a9a,5,0.001,0.05,1,256,4096,1,1,512,0.3952096145660694,0.3952096145660694
0827T155948Z_Pomcf2,a9a,0,0.001,0.1,1,8,4096,1,1,512,0.4043773921493431,0.3693385436755494
0827T161228Z_iepXqF,a9a,1,0.001,0.01,256,1,4096,1,1,512,0.3349216244756986,0.3339981040503399
0827T162053Z_yRc7IQ,a9a,1,0.001,0.001,2048,256,4096,1,1,512,0.5081926707066087,0.5081926707066087
0827T154902Z_Lx1Obs,a9a,5,0.001,0.1,1,64,4096,1,1,512,0.4043773921493431,0.3968341695980671
0827T160105Z_6Gm4Hn,a9a,0,0.001,0.1,8,256,4096,1,1,512,0.3474552295763086,0.3474552295763086
0827T154131Z_j3ImXV,a9a,5,0.001,0.2,2,2,4096,1,1,512,0.3633950192024608,0.3633950192024608
0827T153931Z_O23vbq,a9a,5,0.001,0.005,1,256,4096,1,1,512,0.5573439242261623,0.5573439242261623
0827T151624Z_8IG64P,a9a,2,0.001,0.01,4,2,4096,1,1,512,0.3703068765971029,0.3641196983847009
0827T161153Z_Vz20zY,a9a,1,0.001,0.1,8,1,4096,1,1,512,0.5960011747021533,0.4927184616401641
0827T162446Z_yqZBzD,a9a,2,0.001,0.2,256,256,4096,1,1,512,0.3396771152542337,0.3396771152542337
0827T142213Z_XapzCW,a9a,0,0.001,0.01,8,2,4096,1,1,512,0.4608382367400421,0.4608382367400421
0827T143142Z_hpP4TI,a9a,1,0.001,0.02,8,2,4096,1,1,512,0.3709677195686932,0.3619508181450491
0827T153418Z_aARlua,a9a,1,0.001,0.02,8,2,4096,1,1,512,0.3709677195686932,0.3619508181450491
0827T153356Z_ie07sZ,a9a,0,0.001,0.05,8,4,4096,1,1,512,0.3596567675670915,0.3596567675670915
0827T153938Z_vzoOeo,a9a,5,0.001,0.01,1,256,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T161118Z_CRaowd,a9a,1,0.001,0.002,1,1,4096,1,1,512,0.6811684606657364,0.6051872765893689
0827T154221Z_H60zgD,a9a,5,0.001,0.002,4,2,4096,1,1,512,0.6983918537729427,0.6983918537729427
0827T155940Z_5QbbLe,a9a,0,0.001,0.1,1,1,4096,1,1,512,0.4043773921493431,0.3693385436755494
0827T154347Z_6wgMi6,a9a,5,0.001,0.001,8,32,4096,1,1,512,0.7787140393605838,0.7787140393605838
0827T154208Z_C8DT2X,a9a,5,0.001,10.0,2,4,4096,1,1,512,5.232354027110448,1.1451013886529824
0827T161141Z_HgKdWs,a9a,1,0.001,0.02,1,128,4096,1,1,512,0.3722789803426611,0.3722789803426611
0827T153929Z_9huwOm,a9a,5,0.001,0.005,1,32,4096,1,1,512,0.5573439242261623,0.5573439242261623
0827T154016Z_ZCBrQY,a9a,5,0.001,1.0,1,8,4096,1,1,512,1.0677920576892523,1.0677920576892523
0827T154924Z_FmUyGh,a9a,5,0.001,0.1,8,1,4096,1,1,512,0.3468800330086841,0.3468800330086841
0827T154514Z_KyoJHl,a9a,5,0.001,0.001,16,1,4096,1,1,512,0.7794693232858857,0.7794693232858857
0827T153445Z_FCb7Xw,a9a,2,0.001,0.02,1,4,4096,1,1,512,0.6774644941811762,0.556845847974357
0827T155005Z_92HwAw,a9a,5,0.001,5.0,8,256,4096,1,1,512,2.1988810116730466,1.1451013886529824
0827T161129Z_ZieP1M,a9a,1,0.001,0.002,1,32,4096,1,1,512,0.4157982332290817,0.4157982332290817
0827T143217Z_qo7CiA,a9a,2,0.001,0.02,8,4,4096,1,1,512,0.3444785886416954,0.3444785886416954
0827T154149Z_HiWmU5,a9a,5,0.001,1.0,2,64,4096,1,1,512,0.7308785646624333,0.7308785646624333
0827T155131Z_lSOx9n,a9a,5,0.001,0.002,256,256,4096,1,1,512,0.6999330129932598,0.6999330129932598
0827T162324Z_xO4ihz,a9a,2,0.001,0.002,256,1,4096,1,1,512,0.3347884082504292,0.3347884082504292
0827T154434Z_TPeLf5,a9a,5,0.001,0.2,8,4,4096,1,1,512,0.3414115138962532,0.3414115138962532
0827T153406Z_uPR8V5,a9a,1,0.001,0.01,8,1,4096,1,1,512,0.3808415755503713,0.3654915201614034
0827T154327Z_mIPYtZ,a9a,5,0.001,2.0,4,64,4096,1,1,512,1.167158214523109,1.1451013886529824
0827T155005Z_Pj5FFO,a9a,5,0.001,2.0,8,256,4096,1,1,512,0.9963970130511032,0.9963970130511032
0827T154125Z_o4S73a,a9a,5,0.001,0.1,2,4,4096,1,1,512,0.3557158653107351,0.3557158653107351
0827T143209Z_oaYbOf,a9a,2,0.001,0.02,2,1,4096,1,1,512,0.864128370938407,0.583422801706559
0827T153415Z_QxLPEG,a9a,1,0.001,0.02,4,2,4096,1,1,512,0.4789741808070701,0.4260068641293354
0827T155939Z_H3fW2V,a9a,0,0.001,0.02,1,1,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T143105Z_Nl3DBa,a9a,0,0.001,0.02,4,2,4096,1,1,512,0.3968856295723533,0.3968856295723533
0827T155411Z_YUziY9,a9a,5,0.001,2.0,2048,8,4096,1,1,512,0.6829876547142506,0.6829876547142506
0827T154928Z_dLaeXa,a9a,5,0.001,5.0,8,1,4096,1,1,512,1.0664141094827648,0.9669348877454078
0827T153950Z_FeWwgi,a9a,5,0.001,0.05,1,64,4096,1,1,512,0.3952096145660694,0.3952096145660694
0827T151618Z_lMtjQm,a9a,2,0.001,0.01,1,2,4096,1,1,512,0.6416645551151797,0.5814217881125755
0827T154021Z_pKybnx,a9a,5,0.001,2.0,1,2,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T143051Z_TFeYll,a9a,0,0.001,0.01,1,4,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T160037Z_FteLTm,a9a,0,0.001,2.0,8,8,4096,1,1,512,0.8313832868860562,0.6142552972895825
0827T145225Z_ILloze,a9a,0,0.001,0.02,2,2,4096,1,1,512,0.3956024560291887,0.3956024560291887
0827T162229Z_EtD482,a9a,2,0.001,0.02,1,32,4096,1,1,512,0.3800961021726202,0.3800961021726202
0827T151526Z_sBmRJ2,a9a,0,0.001,0.02,4,1,4096,1,1,512,0.3968806690073462,0.3968806690073462
0827T161051Z_4m40kL,a9a,1,0.001,0.2,1,8,4096,1,1,512,1.582650795850744,1.1451013886529824
0827T151531Z_hw21kE,a9a,0,0.001,0.02,8,4,4096,1,1,512,0.3971881476207419,0.3971881476207419
0827T154105Z_HeHw1h,a9a,5,0.001,0.01,2,32,4096,1,1,512,0.4562464684324372,0.4562464684324372
0827T145228Z_3smS9O,a9a,0,0.001,0.02,4,2,4096,1,1,512,0.3968856295723533,0.3968856295723533
0827T143154Z_eNdjzQ,a9a,1,0.001,0.05,8,2,4096,1,1,512,0.4009439366824736,0.3938341757861069
0827T143108Z_kFn7HA,a9a,0,0.001,0.02,8,2,4096,1,1,512,0.3972127081229584,0.3972127081229584
0827T143214Z_cGGWpm,a9a,2,0.001,0.02,4,4,4096,1,1,512,0.3641210100786545,0.3628079447024363
0827T151605Z_cCfhkY,a9a,1,0.001,0.02,8,4,4096,1,1,512,0.3557920763745393,0.3495696012316863
0827T160151Z_izhMD0,a9a,0,0.001,0.1,256,32,4096,1,1,512,0.3460769014148239,0.3460769014148239
0827T151614Z_3kmNbd,a9a,1,0.001,0.05,8,1,4096,1,1,512,0.4941360826155755,0.4364889620989699
0827T154239Z_hcJ8eB,a9a,5,0.001,0.01,4,64,4096,1,1,512,0.4595300558217972,0.4595300558217972
0827T161057Z_CEgdRP,a9a,1,0.001,0.01,1,32,4096,1,1,512,0.4027298213096026,0.4006729235878812
0827T154240Z_nHLyic,a9a,5,0.001,0.01,4,128,4096,1,1,512,0.4596103015114881,0.4596103015114881
0827T160021Z_xbBLb0,a9a,0,0.001,5.0,1,256,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T145345Z_48FGp8,a9a,2,0.001,0.05,2,1,4096,1,1,512,1.118584645864575,0.678896472814759
0827T160236Z_wlRyoK,a9a,0,0.001,0.02,256,256,4096,1,1,512,0.3986726237403517,0.3986726237403517
0827T161219Z_VSLK1F,a9a,1,0.001,0.01,8,256,4096,1,1,512,0.3842930914750738,0.3842930914750738
0827T153308Z_e2t3Mr,a9a,5,0.001,0.02,4,1,4096,1,1,512,0.3968904102542744,0.3968904102542744
0827T154319Z_kfmKfG,a9a,5,0.001,1.0,4,32,4096,1,1,512,0.6321172092054607,0.6321172092054607
0827T151544Z_rn7QM6,a9a,1,0.001,0.01,1,2,4096,1,1,512,1.114637649147061,0.7480952853275085
0827T155129Z_TFz3JO,a9a,5,0.001,0.001,256,256,4096,1,1,512,0.7796386786243221,0.7796386786243221
0827T160954Z_zaKAT3,a9a,0,0.001,0.1,2048,256,4096,1,1,512,0.3465525068898843,0.3465525068898843
0827T145348Z_d50TYs,a9a,2,0.001,0.05,4,1,4096,1,1,512,0.5362490420312227,0.4315999585551038
0827T160623Z_2A7Is7,a9a,0,0.001,1.0,2048,32,4096,1,1,512,0.4656478021361344,0.4501393707942015
0827T154909Z_0Aj1ES,a9a,5,0.001,0.1,1,128,4096,1,1,512,0.4043773921493431,0.4043773921493431
0827T160129Z_sVZPDF,a9a,0,0.001,0.002,256,8,4096,1,1,512,0.6999162646698667,0.6999162646698667
0827T160034Z_iH6UFe,a9a,0,0.001,0.1,8,8,4096,1,1,512,0.3466466871865286,0.3466466871865286
0827T154314Z_d7IxUq,a9a,5,0.001,0.5,4,128,4096,1,1,512,0.4619365933428417,0.4619365933428417
0827T143211Z_ZckPFb,a9a,2,0.001,0.02,2,4,4096,1,1,512,0.4114712687215773,0.4046038598140811
0827T143139Z_OZhqa6,a9a,1,0.001,0.02,4,2,4096,1,1,512,0.4789741808070701,0.4260068641293354
0827T154344Z_rnJJqc,a9a,5,0.001,0.001,8,2,4096,1,1,512,0.7787140974249822,0.7787140974249822
0827T145351Z_Bb2Snb,a9a,2,0.001,0.05,8,1,4096,1,1,512,0.3882548584379719,0.3834431195192078
0827T154045Z_Jna8Nn,a9a,5,0.001,0.001,2,128,4096,1,1,512,0.7779454309823299,0.7779454309823299
0827T142211Z_gJy7qy,a9a,0,0.001,0.01,4,2,4096,1,1,512,0.4594088872044164,0.4594088872044164
0827T161345Z_Xj4NEu,a9a,1,0.001,0.1,256,256,4096,1,1,512,0.3356027972484066,0.3356027972484066
0827T154139Z_AhORhG,a9a,5,0.001,0.5,2,4,4096,1,1,512,0.4718136053266995,0.4114302283619278
0827T154040Z_jJeVZZ,a9a,5,0.001,0.001,2,1,4096,1,1,512,0.7779637379747912,0.7779637379747912
0827T162504Z_ssiQxC,a9a,2,0.001,0.002,2048,1,4096,1,1,512,0.33450929448361,0.33450929448361
0827T161326Z_D6oloQ,a9a,1,0.001,0.01,256,128,4096,1,1,512,0.3584311061693699,0.3584311061693699
0827T142208Z_ZD7v96,a9a,0,0.001,0.01,2,2,4096,1,1,512,0.4561949210029508,0.4561949210029508
0827T154948Z_lSy23p,a9a,5,0.001,0.1,8,64,4096,1,1,512,0.3470220313907851,0.3470220313907851
0827T143222Z_1lXkJH,a9a,2,0.001,0.05,2,2,4096,1,1,512,0.6561849517745907,0.5708292639809142
0827T154116Z_y5FjOc,a9a,5,0.001,0.05,2,2,4096,1,1,512,0.3635919825105919,0.3635919825105919
0827T153310Z_SdB01n,a9a,5,0.001,0.02,8,1,4096,1,1,512,0.3971967840605328,0.3971967840605328
0827T151545Z_JOkYnn,a9a,1,0.001,0.01,1,4,4096,1,1,512,0.8328168261755582,0.5943081634022891
0827T160607Z_XBjCG1,a9a,0,0.001,0.1,2048,32,4096,1,1,512,0.3458897703081163,0.3458897703081163
0827T143155Z_C35bqZ,a9a,2,0.001,0.01,1,1,4096,1,1,512,1.0723548638303495,0.7370593041770035
0827T154913Z_XPXHXl,a9a,5,0.001,0.002,1,256,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T154135Z_ct9oo7,a9a,5,0.001,0.2,2,128,4096,1,1,512,0.3664946196604357,0.3664946196604357
0827T154234Z_BlfEzR,a9a,5,0.001,0.005,4,256,4096,1,1,512,0.5597596507937171,0.5597596507937171
0827T154904Z_JArvOH,a9a,5,0.001,2.0,1,64,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T154502Z_bGsoYG,a9a,5,0.001,5.0,8,4,4096,1,1,512,1.7143303575127644,1.1451013886529824
0827T154226Z_E8rVHr,a9a,5,0.001,0.002,4,128,4096,1,1,512,0.6983894242099473,0.6983894242099473
0827T145326Z_01tsoJ,a9a,2,0.001,0.01,4,2,4096,1,1,512,0.3703068765971029,0.3641196983847009
0827T153438Z_GG6xVN,a9a,2,0.001,0.01,4,2,4096,1,1,512,0.3703068765971029,0.3641196983847009
0827T160008Z_D4aY4J,a9a,0,0.001,0.002,1,128,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T155944Z_B1Fozh,a9a,0,0.001,5.0,1,1,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T154911Z_s9LhLb,a9a,5,0.001,2.0,1,128,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T155010Z_msAlAp,a9a,5,0.001,0.01,256,1,4096,1,1,512,0.462598638431084,0.462598638431084
0827T153948Z_YqRpxq,a9a,5,0.001,0.05,1,4,4096,1,1,512,0.3952096145660694,0.3952096145660694
0827T145219Z_KHFRyr,a9a,0,0.001,0.01,8,1,4096,1,1,512,0.4608268260382995,0.4608268260382995
0827T160058Z_B7O5L3,a9a,0,0.001,0.2,8,128,4096,1,1,512,0.3440539299749158,0.3440539299749158
0827T155048Z_GnVGIj,a9a,5,0.001,0.1,256,32,4096,1,1,512,0.3462299940578847,0.3462299940578847
0827T160649Z_MyaJCe,a9a,0,0.001,0.001,2048,64,4096,1,1,512,0.779670074993781,0.779670074993781
0827T153252Z_5MmvTb,a9a,5,0.001,0.01,1,2,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T145214Z_COdlKm,a9a,0,0.001,0.01,2,1,4096,1,1,512,0.4561726461717078,0.4561726461717078
0827T155336Z_ZPtq9p,a9a,5,0.001,0.02,2048,8,4096,1,1,512,0.3980248903261685,0.3980248903261685
0827T154921Z_xWupPI,a9a,5,0.001,0.002,8,1,4096,1,1,512,0.6984684055024459,0.6984684055024459
0827T154002Z_qq8CuB,a9a,5,0.001,0.2,1,8,4096,1,1,512,0.4196268830276824,0.4196268830276824
0827T143114Z_hb09HX,a9a,0,0.001,0.05,2,4,4096,1,1,512,0.3636672849227462,0.3636672849227462
0827T145328Z_t6s8jV,a9a,2,0.001,0.01,8,1,4096,1,1,512,0.361164265261862,0.3552259502235276
0827T162316Z_IRLIQx,a9a,2,0.001,0.001,8,256,4096,1,1,512,0.6138952716988474,0.6138952716988474
0827T153344Z_zsyyRe,a9a,0,0.001,0.02,8,1,4096,1,1,512,0.3971950532823183,0.3971950532823183
0827T162107Z_C60lhM,a9a,1,0.001,0.002,2048,256,4096,1,1,512,0.4382063770835586,0.4382063770835586
0827T160017Z_ctAUsU,a9a,0,0.001,0.02,1,256,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T154436Z_3o8xQ9,a9a,5,0.001,0.2,8,64,4096,1,1,512,0.3439473371846668,0.3439473371846668
0827T160147Z_4MRrwz,a9a,0,0.001,0.01,256,32,4096,1,1,512,0.4626673240759554,0.4626673240759554
0827T154026Z_DR9B9T,a9a,5,0.001,5.0,1,1,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T162335Z_vWpbDD,a9a,2,0.001,0.2,256,1,4096,1,1,512,0.3352843316491841,0.3352843316491841
0827T142210Z_fRmJPW,a9a,0,0.001,0.01,4,1,4096,1,1,512,0.459409812264179,0.459409812264179
0827T161144Z_tAU1uO,a9a,1,0.001,0.001,1,256,4096,1,1,512,0.4998814099587561,0.4998814099587561
0827T145311Z_lE4elb,a9a,1,0.001,0.05,2,1,4096,1,1,512,1.2892090988251308,1.1451013886529824
0827T153425Z_csaBfN,a9a,1,0.001,0.05,2,4,4096,1,1,512,0.809213504730392,0.5897929302063252
0827T160145Z_mcNw2q,a9a,0,0.001,0.002,256,32,4096,1,1,512,0.6999158406065584,0.6999158406065584
0827T154249Z_Z29Dkz,a9a,5,0.001,0.05,4,2,4096,1,1,512,0.3621514175024654,0.3621514175024654
0827T154457Z_7c7JTr,a9a,5,0.001,2.0,8,64,4096,1,1,512,1.0582612098347697,1.029420766484671
0827T155531Z_l8BnpB,a9a,5,0.001,2.0,2048,32,4096,1,1,512,0.8876394680643246,0.8876394680643246
0827T153424Z_uuGY1d,a9a,1,0.001,0.05,2,2,4096,1,1,512,1.1244062281218774,0.7638685794108114
0827T162231Z_9tFsKz,a9a,2,0.001,0.001,1,64,4096,1,1,512,0.4639206101466019,0.4639206101466019
0827T143134Z_agaY5b,a9a,1,0.001,0.02,1,4,4096,1,1,512,0.9873030506128704,0.7147762941809167
0827T153434Z_cDtyfx,a9a,2,0.001,0.01,2,1,4096,1,1,512,0.4713984341913773,0.4713984341913773
0827T160805Z_tFhy0e,a9a,0,0.001,0.001,2048,128,4096,1,1,512,0.7796703433481296,0.7796703433481296
0827T154504Z_t9OeyZ,a9a,5,0.001,5.0,8,32,4096,1,1,512,2.4778469676208528,1.1451013886529824
0827T161347Z_grJybP,a9a,1,0.001,0.2,256,256,4096,1,1,512,0.3407094496251368,0.3394577465787734
0827T153452Z_J9OoQH,a9a,2,0.001,0.02,8,2,4096,1,1,512,0.3531386905757871,0.3493534041937401
0827T153411Z_NQQX7e,a9a,1,0.001,0.02,2,1,4096,1,1,512,1.1240893154731817,0.721369007355909
0827T154007Z_BxoS67,a9a,5,0.001,0.5,1,2,4096,1,1,512,0.5804601497153012,0.5313449455435985
0827T154517Z_FZKAmM,a9a,5,0.001,0.001,16,8,4096,1,1,512,0.7794684369223652,0.7794684369223652
0827T153401Z_KcJEea,a9a,1,0.001,0.01,2,2,4096,1,1,512,0.785369039761517,0.530272594125197
0827T151527Z_CFMvTq,a9a,0,0.001,0.02,4,2,4096,1,1,512,0.3968856295723533,0.3968856295723533
0827T153416Z_Ybb1be,a9a,1,0.001,0.02,4,4,4096,1,1,512,0.4093471183527182,0.3894882211766566
0827T161605Z_fwysXL,a9a,1,0.001,0.02,2048,8,4096,1,1,512,0.3333962498988301,0.3333962498988301
0827T153334Z_PGlg38,a9a,0,0.001,0.01,8,2,4096,1,1,512,0.4608382367400421,0.4608382367400421
0827T153327Z_EXdyj2,a9a,0,0.001,0.01,1,4,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T153933Z_aqffNK,a9a,5,0.001,0.01,1,2,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T161125Z_Th6LIn,a9a,1,0.001,0.01,1,8,4096,1,1,512,0.5553426227708986,0.5290443866069204
